Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
432911,NO,CANARIAS,SERVICIO CANARIO DE LA SALUD,,30/12/2018,Subvenciones de atención a  las drogodependencias 2018,
432910,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCION ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432909,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432908,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432907,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432906,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432905,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432904,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432903,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432902,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432901,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432900,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432899,NO,CANARIAS,CONSEJERÍA DE BIENESTAR SOCIAL, IGUALDAD, JUVENTUD, INFANCIA Y FAMILIAS,,30/12/2018,DISPOSITIVO EMERGENCIA MENAS LANZAROTE,
432898,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ASISTENCIA TÉCNICA PROMOCIÓN EMPLEO AUTÓNOMO,
432897,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432896,NO,CANARIAS,CONSEJERÍA DE TURISMO Y EMPLEO,,30/12/2018,Equipamiento servicios singulares sectores agroalimentario y biomecanica,
432895,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Subvención establecimiento promoción empleo autónomo,
432894,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCION ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432893,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432892,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432891,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Subvención establecimiento promoción empleo autónomo,
432890,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Subvención establecimiento promoción empleo autónomo,
432889,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432888,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432887,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432886,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432885,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432884,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432883,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432882,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432881,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432880,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432879,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432878,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432877,NO,CANARIAS,CONSEJERÍA DE OBRAS PÚBLICAS Y TRANSPORTES,,30/12/2018,REEMBOLSO 3T 2018 VEDEOCOSTA,
432876,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432875,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432874,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432873,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432872,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432871,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Subvención establecimiento promoción empleo autónomo,
432870,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO , PROMOCIÓN EMPLEO AUTÓNOMO,
432869,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO, PROMOCIÓN EMPLEO AUTÓNOMO,
432868,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO COMO TRAJADOR AUTÓNOMO,
432867,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432866,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432865,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432864,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432863,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432862,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432861,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432860,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432859,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432858,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432857,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432856,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432855,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432854,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432853,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432852,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432851,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432850,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432849,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432848,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432847,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432846,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432845,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432844,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432843,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432842,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432841,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432840,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432839,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432838,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432837,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432836,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432835,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432834,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432833,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432832,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432831,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432830,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,30/12/2018,Apoyo a instituciones sin animo de lucro,
432828,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,PROGRAMA COLABORACION EN EMPLEO GRANDES CIUDADES,
432827,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Programa colaboracion en materia de empleo grandes ciudades,
432826,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,PROGRAMA COLABORACION MATERIA DE EMPLEO GRANDES CIUDADES,
432825,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432824,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432823,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432822,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432821,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432820,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432819,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432818,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432817,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432816,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432815,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432814,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIONES ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432813,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,SUBVENCIÓN ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432812,NO,CANARIAS,CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIONES PÚBLICAS, JUSTICIA Y SEGURIDAD,,30/12/2018,BORRASCAS FEB_MAR 2018,
432811,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,30/12/2018,Subvenciones directas a centros privados con unidades de Educación Especial concertadas, para sufragar gastos derivados del transporte escolar,
432810,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432809,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432808,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432807,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432806,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432805,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432804,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432803,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,Subvención establecimiento promoción empleo autónomo,
432802,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,ESTABLECIMIENTO PROMOCIÓN EMPLEO AUTÓNOMO,
432801,NO,CANARIAS,CONSEJERÍA DE BIENESTAR SOCIAL, IGUALDAD, JUVENTUD, INFANCIA Y FAMILIAS,,30/12/2018,CABILDO FTVRA. MENAS,
432800,NO,CANARIAS,SERVICIO CANARIO DE EMPLEO,,30/12/2018,FINANCIERA PROMOCIÓN EMPLEO AUTÓNOMO,
